id,category_label,regulatory_status_label,short_description,compatibility_rationale,evidence_summary
oracle_oracle_fusion_middleware_weblogic_server,Middleware,Nicht öffentlich unterstützt,"Technische Kompatibilitätsbewertung für Oracle Fusion Middleware / WebLogic Server auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Middleware.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als nicht öffentlich unterstützt klassifiziert.,"Öffentliche Quellen von Oracle zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
sap_sap_hana_2_0,Datenbank,Nicht öffentlich unterstützt,"Technische Kompatibilitätsbewertung für SAP HANA 2.0 auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Datenbank.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als nicht öffentlich unterstützt klassifiziert.,"Öffentliche Quellen von SAP zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
sap_sap_business_one_version_for_sap_hana,ERP,Teilweise,"Technische Kompatibilitätsbewertung für SAP Business One version for SAP HANA auf Citrix Hypervisor/XenServer, klassifiziert im Bereich ERP.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als teilweise klassifiziert.,"Öffentliche Quellen von SAP zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
zabbix_zabbix_xen_integration,Monitoring,Unterstützt,"Technische Kompatibilitätsbewertung für Zabbix Xen integration auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Monitoring.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als unterstützt klassifiziert.,"Öffentliche Quellen von Zabbix zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
paessler_prtg_xenserver_host_vm_sensors,Monitoring,Teilweise,"Technische Kompatibilitätsbewertung für PRTG XenServer Host/VM sensors auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Monitoring.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als teilweise klassifiziert.,"Öffentliche Quellen von Paessler zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
manageengine_opmanager_xenserver_monitoring,Monitoring,Unterstützt,"Technische Kompatibilitätsbewertung für OpManager XenServer monitoring auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Monitoring.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als unterstützt klassifiziert.,"Öffentliche Quellen von ManageEngine zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
solarwinds_server_application_monitor_citrix_hypervisor_template,Monitoring,Legacy,"Technische Kompatibilitätsbewertung für Server & Application Monitor Citrix Hypervisor template auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Monitoring.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als legacy klassifiziert.,"Öffentliche Quellen von SolarWinds zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
fortinet_fortigate_vm,Virtuelle Appliance - Netzwerk/Security,Unterstützt,"Technische Kompatibilitätsbewertung für FortiGate-VM auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Virtuelle Appliance - Netzwerk/Security.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als unterstützt klassifiziert.,"Öffentliche Quellen von Fortinet zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
sophos_sophos_firewall_virtual,Virtuelle Appliance - Netzwerk/Security,Unterstützt,"Technische Kompatibilitätsbewertung für Sophos Firewall Virtual auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Virtuelle Appliance - Netzwerk/Security.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als unterstützt klassifiziert.,"Öffentliche Quellen von Sophos zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
check_point_cloudguard_network_security_for_private_cloud_hypervisors,Virtuelle Appliance - Netzwerk/Security,Nicht öffentlich unterstützt,"Technische Kompatibilitätsbewertung für CloudGuard Network Security for Private Cloud Hypervisors auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Virtuelle Appliance - Netzwerk/Security.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als nicht öffentlich unterstützt klassifiziert.,"Öffentliche Quellen von Check Point zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
palo_alto_networks_vm_series_firewall,Virtuelle Appliance - Netzwerk/Security,Nicht öffentlich unterstützt,"Technische Kompatibilitätsbewertung für VM-Series Firewall auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Virtuelle Appliance - Netzwerk/Security.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als nicht öffentlich unterstützt klassifiziert.,"Öffentliche Quellen von Palo Alto Networks zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
cisco_secure_firewall_threat_defense_virtual,Virtuelle Appliance - Netzwerk/Security,Nicht öffentlich unterstützt,"Technische Kompatibilitätsbewertung für Secure Firewall Threat Defense Virtual auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Virtuelle Appliance - Netzwerk/Security.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als nicht öffentlich unterstützt klassifiziert.,"Öffentliche Quellen von Cisco zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
f5_big_ip_virtual_edition,Virtuelle Appliance - Netzwerk/Security,Legacy,"Technische Kompatibilitätsbewertung für BIG-IP Virtual Edition auf Citrix Hypervisor/XenServer, klassifiziert im Bereich Virtuelle Appliance - Netzwerk/Security.",Die Bewertung basiert auf öffentlich verfügbarer Herstellerdokumentation und XenServer-spezifischen Support-Hinweisen. Die Kompatibilität ist als legacy klassifiziert.,"Öffentliche Quellen von F5 zeigen den Support- oder Einschränkungsgrad, der für die XenServer-Kompatibilität berücksichtigt wurde."
