id,category_label,regulatory_status_label,short_description,compatibility_rationale,evidence_summary
rocky_linux_rocky_linux_9,Sistema operativo guest,Supportato,Distribuzione RHEL-compatible supportata ufficialmente come guest su XenServer 8.4.,Supporto ufficiale del vendor hypervisor nella matrice guest OS.,Rocky Linux 9 compare nella tabella ufficiale guest OS di XenServer 8.4.
the_freebsd_project_freebsd,Sistema operativo guest,Non supportato pubblicamente,"Sistema BSD tecnicamente eseguibile come VM, ma escluso dal supporto generale XenServer per virtualizzazione di uso comune.",FAQ ufficiale: BSD guest non supportati per deployment generici; eccezioni solo per specifici prodotti NetScaler.,"La FAQ ufficiale XenServer dichiara che i guest BSD, incluso FreeBSD, non sono supportati per virtualizzazione general-purpose."
microsoft_sql_server,Database,Parziale,"Database relazionale enterprise supportato da Microsoft in ambienti virtualizzati Hyper-V o su hypervisor di terze parti validati, con limiti su snapshot non VSS-aware.",Supporto legato alla validazione Microsoft/SVVP dell'hypervisor; senza validazione attuale di XenServer 8.4 il supporto resta condizionato.,"Microsoft supporta SQL Server su Hyper-V e su hypervisor terzi validati, ma prevede supporto limitato o nullo su configurazioni non validate."
microsoft_exchange_server,Collaboration,Parziale,"Piattaforma di messaging enterprise virtualizzabile, ma solo su Hyper-V o su hypervisor terzi validati nel programma Microsoft.","Supporto formalmente possibile su hypervisor terzi, ma subordinato alla validazione Microsoft e a vincoli severi su snapshot e migration.",Microsoft dichiara supportato Exchange su Hyper-V e su hypervisor terzi validati nel Windows Server Virtualization Validation Program.
microsoft_sharepoint_server,Collaboration,Parziale,"Piattaforma collaboration/document management virtualizzabile su Hyper-V o su altri hypervisor supportati dal programma Microsoft, con limiti severi su snapshot e replica.",Supporto possibile ma dipendente dal programma Microsoft di validazione degli hypervisor.,Microsoft documenta SharePoint su VM su Hyper-V o altre piattaforme SVVP e vieta vari scenari di snapshot/replica online.
oracle_oracle_database,Database,Non supportato pubblicamente,"Database enterprise eseguibile tecnicamente su guest OS supportati, ma senza evidenza pubblica corrente di certificazione XenServer 8.4 nelle matrici Oracle accessibili.","Le matrici pubbliche Oracle certificano esplicitamente altre tecnologie di virtualizzazione, non XenServer.","La Virtualization Matrix pubblica Oracle elenca tecnologie certificate quali Oracle VM, KVM e Hyper-V, ma non mostra XenServer come certificazione pubblica corrente."
oracle_oracle_fusion_middleware_weblogic_server,Middleware,Non supportato pubblicamente,Stack middleware enterprise supportato pubblicamente su Oracle VM e Oracle Linux KVM quando il relativo OS è certificato; XenServer non compare nella certificazione pubblica accessibile.,"La certificazione pubblica corrente punta a Oracle VM/KVM, non a XenServer.","La pagina Oracle sulle tecnologie di virtualizzazione supportate per Fusion Middleware certifica Oracle VM e Oracle Linux KVM, senza evidenza XenServer pubblica equivalente."
sap_sap_hana_2_0,Database,Non supportato pubblicamente,"Database in-memory enterprise con supporto pubblico a piattaforme virtualizzate, ma con dettaglio demandato a note SAP e con evidenza pubblica forte soprattutto su VMware.","Supporto alla virtualizzazione esiste, ma la documentazione pubblica disponibile non espone un percorso XenServer 8.4 equivalente a VMware.","SAP HANA dichiara supporto su piattaforme virtualizzate, ma la documentazione pubblica consultabile evidenzia esplicitamente VMware e rimanda ai dettagli a note SAP."
sap_sap_business_one_version_for_sap_hana,ERP,Parziale,"ERP per PMI che SAP dichiara funzionare su software di virtualizzazione, ma senza emettere statement di supporto specifici per singolo vendor hypervisor.","Buona compatibilità tecnica da guest supportato, ma senza certificazione hypervisor-vendor specifica da SAP.","SAP afferma pubblicamente che Business One gira su software di virtualizzazione, ma non rilascia support statement specifici per il vendor di virtualizzazione."
zabbix_zabbix_xen_integration,Monitoraggio,Supportato,"Monitoring di hypervisor Xen con template/integrazione ufficiale Zabbix, adatto anche a stack Xen-based dove siano esposti gli endpoint necessari.","Integrazione ufficiale su Xen, anche se non XenServer 8.4 brand-specific.",Zabbix pubblica una integrazione ufficiale per Xen hypervisor.
paessler_prtg_xenserver_host_vm_sensors,Monitoraggio,Parziale,Monitoring di host e VM XenServer via sensori dedicati HTTP/API; presente una limitazione ufficiale per pool member non master.,"Supporto funzionale ufficiale, ma con limite documentato sui pool XenServer.",PRTG mantiene sensori ufficiali XenServer Host/VM e documenta che nei pool il monitoraggio completo si concentra sul pool master.
manageengine_opmanager_xenserver_monitoring,Monitoraggio,Supportato,"Monitoring pronto all'uso di CPU, memoria, rete e I/O per host Citrix XenServer e VM.",Pagina prodotto ufficiale con coverage esplicita XenServer.,ManageEngine pubblica pagine ufficiali dedicate al monitoraggio Citrix XenServer in OpManager.
solarwinds_server_application_monitor_citrix_hypervisor_template,Monitoraggio,Legacy,"Template di monitoraggio per Citrix Hypervisor in SolarWinds SAM, con test dichiarato su Citrix Hypervisor 8.0.","Supporto operativo presente ma test pubblico fermo a 8.0, non 8.4.",SolarWinds SAM pubblica un template Citrix Hypervisor e specifica che è stato testato con Citrix Hypervisor 8.0.
fortinet_fortigate_vm,Appliance virtuale - rete/sicurezza,Supportato,Firewall virtuale NGFW con deployment ufficiale su Citrix Xen/XenServer e hypervisor support dichiarato anche in datasheet.,Guida di deployment Xen dedicata e menzione esplicita Xen/XenServer in documentazione di prodotto.,Fortinet documenta il deployment di FortiGate-VM su Citrix Xen e cita Xen/XenServer tra gli hypervisor supportati.
sophos_sophos_firewall_virtual,Appliance virtuale - rete/sicurezza,Supportato,Firewall virtuale con installer specifico per Citrix Hypervisor/XenServer e guida di installazione ufficiale aggiornata.,Immagine e percorso installativo ufficiali per Citrix Hypervisor.,Sophos distribuisce un installer dedicato per Citrix Hypervisor e una guida ufficiale di deploy.
check_point_cloudguard_network_security_for_private_cloud_hypervisors,Appliance virtuale - rete/sicurezza,Non supportato pubblicamente,"Firewall/security gateway virtuale enterprise con supporto pubblico corrente su KVM, Hyper-V, VMware, AHV e altri, ma senza XenServer nella HCL attuale.",Matrice corrente ufficiale non include XenServer tra gli hypervisor supportati.,"La HCL corrente Check Point per CloudGuard su hypervisor privati elenca KVM, Hyper-V, VMware, AHV e non XenServer."
palo_alto_networks_vm_series_firewall,Appliance virtuale - rete/sicurezza,Non supportato pubblicamente,"Virtual firewall enterprise supportato pubblicamente su ESXi, KVM, Nutanix, Hyper-V, OpenStack e Cisco ACI; XenServer non compare nella matrice corrente.",Assenza di XenServer nella hypervisor support matrix corrente.,La matrice hypervisor pubblica di VM-Series elenca i deployment privati supportati senza includere XenServer.
cisco_secure_firewall_threat_defense_virtual,Appliance virtuale - rete/sicurezza,Non supportato pubblicamente,"NGFW virtuale Cisco supportato pubblicamente su VMware, KVM, OpenStack, Nutanix e Hyper-V; nessun riferimento corrente a XenServer.",La data sheet pubblica attuale non include XenServer fra i platform target.,La data sheet di Threat Defense Virtual elenca i platform supportati on-prem senza XenServer.
f5_big_ip_virtual_edition,Appliance virtuale - rete/sicurezza,Legacy,"Application delivery controller virtuale con documentazione storica/setup su XenServer, ma con matrice corrente poco chiara o non allineata per release moderne su Citrix Hypervisor.","Le guide XenServer esistono, ma la matrice corrente non espone una linea di supporto moderna e chiara per BIG-IP VE su XenServer 8.4.","F5 mantiene guide di setup XenServer, ma la current matrix su Citrix Hypervisor non mostra una copertura chiara per le release BIG-IP VE correnti."
